,doi,file,r32,r36,r40,result,success,publicationDate,publisher,subject,type,name
3660,doi:10.7910/DVN/GQK9MC,important matters_google trends.R,success,success,,success,1,2017,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
3662,doi:10.7910/DVN/OIBDLC,ruam-emanuel-ad-ufpe-2019.R,Error in View(dados) : X11 dataentry cannot be loaded,Error in View(dados) : X11 dataentry cannot be loaded,Error in View(dados) : X11 dataentry cannot be loaded,Error in View(dados) : X11 dataentry cannot be loaded,0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
3663,doi:10.7910/DVN/A5ECON,commissioners.R,Error : RSQLite package required to connect to sqlite db,"Error : `path` must already exist, unless `create` = TRUEBacktrace:     █  1. ├─R.utils::withTimeout(...)  2. │ ├─base::tryCatch(...)  3. │ │ └─base:::tryCatchList(expr, classes, parentenv, handlers)  4. │ │   └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]])  5. │ │     └─base:::doTryCatch(return(expr), name, parentenv, handler)  6. │ └─base::eval(expr, envir = envir)  7. │   └─base::eval(expr, envir = envir)  8. ├─base::try(source(r_file), silent = TRUE)  9. │ └─base::tryCatch(...) 10. │   └─base:::tryCatchList(expr, classes, parentenv, handlers) 11. │     └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]]) 12. │       └─base:::doTryCatch(return(expr), name, parentenv, handler) 13. ├─base::source(r_file) 14. │ ├─base::withVisible(eval(ei, envir)) 15. │ └─base::eval(ei, envir) 16. │   └─base::eval(ei, envir) 17. └─dplyr::src_sqlite('parlgov-stable-2014.db') 18.   └─dplyr:::bad_args('path', 'must already exist, unless `create` = TRUE') 19.     └─dplyr:::glubort(fmt_args(args), ..., .envir = .envir)","Error : `path` must already exist, unless `create` = TRUE.","Error : `path` must already exist, unless `create` = TRUEBacktrace:     █  1. ├─R.utils::withTimeout(...)  2. │ ├─base::tryCatch(...)  3. │ │ └─base:::tryCatchList(expr, classes, parentenv, handlers)  4. │ │   └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]])  5. │ │     └─base:::doTryCatch(return(expr), name, parentenv, handler)  6. │ └─base::eval(expr, envir = envir)  7. │   └─base::eval(expr, envir = envir)  8. ├─base::try(source(r_file), silent = TRUE)  9. │ └─base::tryCatch(...) 10. │   └─base:::tryCatchList(expr, classes, parentenv, handlers) 11. │     └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]]) 12. │       └─base:::doTryCatch(return(expr), name, parentenv, handler) 13. ├─base::source(r_file) 14. │ ├─base::withVisible(eval(ei, envir)) 15. │ └─base::eval(ei, envir) 16. │   └─base::eval(ei, envir) 17. └─dplyr::src_sqlite('parlgov-stable-2014.db') 18.   └─dplyr:::bad_args('path', 'must already exist, unless `create` = TRUE') 19.     └─dplyr:::glubort(fmt_args(args), ..., .envir = .envir)",0,2016,holger-doering,Social Sciences,RESEARCHERS,Holger Döring Dataverse
3667,doi:10.7910/DVN/0XEUCP,appendix.R,"Error in eval(expr, envir, enclos) :   could not find function 'densityplot'","Error in densityplot(study[study$condition == 2, 'area'], xlab = 'User-Defined Boundary Area - Study 1',  :   could not find function 'densityplot'","Error in densityplot(study[study$condition == 2, 'area'], xlab = 'User-Defined Boundary Area - Study 1',  :   could not find function 'densityplot'","Error in densityplot(study[study$condition == 2, 'area'], xlab = 'User-Defined Boundary Area - Study 1',  :   could not find function 'densityplot'",0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
3668,doi:10.7910/DVN/0XEUCP,functions.R,success,success,success,success,1,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
3669,doi:10.7910/DVN/0XEUCP,main text.R,"Error in rbind(std_beta(lm(prop.white ~ ch2white + pctwhite.zip + pctwhite.cty,  :   could not find function 'std_beta'","Error in std_beta(lm(prop.white ~ ch2white + pctwhite.zip + pctwhite.cty,  :   could not find function 'std_beta'","Error in std_beta(lm(prop.white ~ ch2white + pctwhite.zip + pctwhite.cty,  :   could not find function 'std_beta'","Error in std_beta(lm(prop.white ~ ch2white + pctwhite.zip + pctwhite.cty,  :   could not find function 'std_beta'",0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
3670,doi:10.7910/DVN/0XEUCP,recodes.R,success,success,success,success,1,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
3671,doi:10.7910/DVN/KNKRNP,bootstrap_test.R,"Error in pdf('bootstrap_hist.pdf', width = 5, height = 4, xlim = c(0,  :   unused argument (xlim = c(0, 0.1))","Error in pdf('bootstrap_hist.pdf', width = 5, height = 4, xlim = c(0,  :   unused argument (xlim = c(0, 0.1))","Error in pdf('bootstrap_hist.pdf', width = 5, height = 4, xlim = c(0,  :   unused argument (xlim = c(0, 0.1))","Error in pdf('bootstrap_hist.pdf', width = 5, height = 4, xlim = c(0,  :   unused argument (xlim = c(0, 0.1))",0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
3672,doi:10.7910/DVN/KNKRNP,difference_in_proportions_tests.R,success,success,success,success,1,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
3673,doi:10.7910/DVN/OZGUH9,analysis.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2018,ditellaPolSci,Social Sciences,DEPARTMENT,Political Science
3674,doi:10.7910/DVN/OZGUH9,data_managment.R,"Error in file(file, 'rt') : cannot open the connection",Error in View(SALTA) : X11 dataentry cannot be loaded,Error in View(SALTA) : X11 dataentry cannot be loaded,Error in View(SALTA) : X11 dataentry cannot be loaded,0,2018,ditellaPolSci,Social Sciences,DEPARTMENT,Political Science
3675,doi:10.7910/DVN/OZGUH9,totals.R,Error in Salta$TotalGob[Salta$Circuito == '100A' & Salta$Year == 0] <- 2481 :   object 'Salta' not found,Error in Salta$TotalGob[Salta$Circuito == '100A' & Salta$Year == 0] <- 2481 :   object 'Salta' not found,Error in Salta$TotalGob[Salta$Circuito == '100A' & Salta$Year == 0] <- 2481 :   object 'Salta' not found,Error in Salta$TotalGob[Salta$Circuito == '100A' & Salta$Year == 0] <- 2481 :   object 'Salta' not found,0,2018,ditellaPolSci,Social Sciences,DEPARTMENT,Political Science
3676,doi:10.7910/DVN/LCDBRU,01-analysis-main.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in read.dta13('./data/rates-1986.dta') :   could not find function 'read.dta13',Error in read.dta13('./data/rates-1986.dta') :   could not find function 'read.dta13',Error in read.dta13('./data/rates-1986.dta') :   could not find function 'read.dta13',0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
3677,doi:10.7910/DVN/LCDBRU,02-analysis-SI.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in MatchBalance(Tr ~ col10.gender + col107.married + col12.race +  :   could not find function 'MatchBalance',Error in MatchBalance(Tr ~ col10.gender + col107.married + col12.race +  :   could not find function 'MatchBalance',Error in MatchBalance(Tr ~ col10.gender + col107.married + col12.race +  :   could not find function 'MatchBalance',0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
3678,doi:10.7910/DVN/LCDBRU,03-sensitivity-plots.R,success,success,success,success,1,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
3679,doi:10.7910/DVN/NSRG8T,analysis_fig_2.R,"Error in eval(expr, envir, enclos) : could not find function 'read.xlsx'","Error in read.xlsx('dataset.xlsx', 1) :   could not find function 'read.xlsx'","Error in read.xlsx('dataset.xlsx', 1) :   could not find function 'read.xlsx'","Error in read.xlsx('dataset.xlsx', 1) :   could not find function 'read.xlsx'",0,2017,G6PD-flow-cytometric,Medicine; Health and Life Sciences,RESEARCHERS,MICHAEL KALNOKY Dataverse
3680,doi:10.7910/DVN/NSRG8T,fig1_analysis.R,"Error in eval(expr, envir, enclos) :   could not find function 'grid.arrange'","Error in grid.arrange(P1, P2, P3, ncol = 1) :   could not find function 'grid.arrange'","Error in grid.arrange(P1, P2, P3, ncol = 1) :   could not find function 'grid.arrange'","Error in grid.arrange(P1, P2, P3, ncol = 1) :   could not find function 'grid.arrange'",0,2017,G6PD-flow-cytometric,Medicine; Health and Life Sciences,RESEARCHERS,MICHAEL KALNOKY Dataverse
3681,doi:10.7910/DVN/NSRG8T,fig3_analysis.R,Error in summary(ls_th_normal) : object 'ls_th_normal' not found,Error in summary(ls_th_normal) : object 'ls_th_normal' not found,Error in summary(ls_th_normal) : object 'ls_th_normal' not found,Error in summary(ls_th_normal) : object 'ls_th_normal' not found,0,2017,G6PD-flow-cytometric,Medicine; Health and Life Sciences,RESEARCHERS,MICHAEL KALNOKY Dataverse
3682,doi:10.7910/DVN/NSRG8T,fig4_analysis.R,"Error in eval(expr, envir, enclos) : could not find function 'read.xlsx'","Error in read.xlsx('dataset.xlsx', 1) :   could not find function 'read.xlsx'","Error in read.xlsx('dataset.xlsx', 1) :   could not find function 'read.xlsx'","Error in read.xlsx('dataset.xlsx', 1) :   could not find function 'read.xlsx'",0,2017,G6PD-flow-cytometric,Medicine; Health and Life Sciences,RESEARCHERS,MICHAEL KALNOKY Dataverse
3683,doi:10.7910/DVN/T9P4WG,fun.R,success,success,success,success,1,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
3684,doi:10.7910/DVN/T9P4WG,makeData.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
3685,doi:10.7910/DVN/T9P4WG,replication.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
3688,doi:10.7910/DVN/6N2PN4,02-final-plots.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in read.dta13('data-senate.dta') :   could not find function 'read.dta13',Error in read.dta13('data-senate.dta') :   could not find function 'read.dta13',Error in read.dta13('data-senate.dta') :   could not find function 'read.dta13',0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
3689,doi:10.7910/DVN/6N2PN4,final-histograms.R,success,success,success,success,1,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
3690,doi:10.7910/DVN/PSETMP,Data Recode.R,Error in base::detach(...) : invalid 'name' argument,Error in base::detach(...) : invalid 'name' argument,Error in base::detach(...) : invalid 'name' argument,Error in base::detach(...) : invalid 'name' argument,0,2018,Advances_Self_Monitoring,Social Sciences,RESEARCHERS,Christopher Weber Dataverse
3692,doi:10.7910/DVN/PSETMP,SM Functions Final.R,success,success,,success,1,2018,Advances_Self_Monitoring,Social Sciences,RESEARCHERS,Christopher Weber Dataverse
3696,doi:10.7910/DVN/FFKC2P,Model development codes.R,"Error in eval(expr, envir, enclos) :   could not find function 'read.sas7bdat'",Error in read.sas7bdat(file = '/netapp2/home/rjd48/CHF/2018/final_analytic.sas7bdat') :   could not find function 'read.sas7bdat',Error in read.sas7bdat(file = '/netapp2/home/rjd48/CHF/2018/final_analytic.sas7bdat') :   could not find function 'read.sas7bdat',Error in read.sas7bdat(file = '/netapp2/home/rjd48/CHF/2018/final_analytic.sas7bdat') :   could not find function 'read.sas7bdat',0,2020,rdesai2,Medicine; Health and Life Sciences,RESEARCHERS,Rishi Desai Dataverse
3697,doi:10.7910/DVN/N1NUST,mobility_conjoint_analysis_V4.R,"Error in eval(expr, envir, enclos) : could not find function 'amce'",Error in amce(choice ~ attrib1_lab + attrib2_lab + attrib7_lab + attrib3_lab +  :   could not find function 'amce',Error in amce(choice ~ attrib1_lab + attrib2_lab + attrib7_lab + attrib3_lab +  :   could not find function 'amce',Error in amce(choice ~ attrib1_lab + attrib2_lab + attrib7_lab + attrib3_lab +  :   could not find function 'amce',0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
3702,doi:10.7910/DVN/ZFQMCP,Paine (2018) spatial data.R,"Error in eval(expr, envir, enclos) : could not find function 'readOGR'","Error in readOGR('/Users/jackpaine/Box Sync/Settlers_violence/Shapefiles/Final shapefiles/',  :   could not find function 'readOGR'","Error in readOGR('/Users/jackpaine/Box Sync/Settlers_violence/Shapefiles/Final shapefiles/',  :   could not find function 'readOGR'","Error in readOGR('/Users/jackpaine/Box Sync/Settlers_violence/Shapefiles/Final shapefiles/',  :   could not find function 'readOGR'",0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
3703,doi:10.7910/DVN/FUJGY1,BasSchub_Figures.R,success,success,success,success,1,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
3704,doi:10.7910/DVN/CORRXG,WILAY-Final Code-1.R,"Error in eval(expr, envir, enclos) : could not find function 'CA'",Error in makeRestartList(...) : reached elapsed time limit,"Error in CA(cces_14_CA, graph = FALSE) : could not find function 'CA'",Error in makeRestartList(...) : reached elapsed time limit,0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
3712,doi:10.7910/DVN/0WKEHJ,Ewers Lewis et al. Modelling and Predictions Code.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2020,bluecarbondriversmodel,Earth and Environmental Sciences,RESEARCH_PROJECTS,Drivers and modelling of blue carbon stock variability in sediments of southeastern Australia
3713,doi:10.7910/DVN/OUFGTX,KevinsSorokaCJPS.replication.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2018,ssoroka,Social Sciences,RESEARCHERS,Stuart Soroka Dataverse
3714,doi:10.7910/DVN/FGNBHX,TTest_BY_Script.R,"Error in eval(expr, envir, enclos) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found",0,2018,culturalanalytics,Arts and Humanities,JOURNALS,Cultural Analytics Dataverse
3715,doi:10.7910/DVN/FGNBHX,TTest_Gender_Script.R,"Error in eval(expr, envir, enclos) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found",0,2018,culturalanalytics,Arts and Humanities,JOURNALS,Cultural Analytics Dataverse
3716,doi:10.7910/DVN/FGNBHX,TTest_ID_Script.R,"Error in eval(expr, envir, enclos) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found","Error in eval(m$data, parent.frame()) : object 'poets' not found",0,2018,culturalanalytics,Arts and Humanities,JOURNALS,Cultural Analytics Dataverse
